,year,world_rank,institution,country_name,total_score,award
0,2005,1,Harvard University,us,100.0,100.0
1,2005,2,University of Cambridge,gb,73.6,99.8
2,2005,3,Stanford University,us,73.4,41.1
3,2005,4,"University of California, Berkeley",us,72.8,71.8
4,2005,5,Massachusetts Institute of Technology (MIT),us,70.1,74.0
5,2005,6,California Institute of Technology,us,67.1,59.2
6,2005,7,Columbia University,us,62.3,79.4
7,2005,8,Princeton University,us,60.9,63.4
8,2005,9,University of Chicago,us,60.1,75.6
9,2005,10,University of Oxford,gb,59.7,64.3
10,2005,11,Yale University,us,56.9,52.1
11,2005,12,Cornell University,us,54.6,46.5
12,2005,13,"University of California, San Diego",us,51.0,17.7
13,2005,14,"University of California, Los Angeles",us,50.6,27.3
14,2005,15,University of Pennsylvania,us,50.2,35.5
15,2005,16,University of Wisconsin - Madison,us,49.2,43.0
16,2005,17,University of Washington,us,48.4,28.8
17,2005,18,"University of California, San Francisco",us,47.8,0.0
18,2005,19,The Johns Hopkins University,us,46.9,51.4
19,2005,20,The University of Tokyo,jp,46.7,36.0
20,2005,21,University of Michigan - Ann Arbor,us,44.9,43.0
21,2005,22,Kyoto University,jp,43.8,39.7
22,2005,23,The Imperial College of Science,gb,43.7,20.8
23,2005,24,University of Toronto,ca,43.1,28.1
24,2005,25,University of Illinois at Urbana-Champaign,us,42.8,41.6
25,2005,26,University College London,gb,42.6,30.7
26,2005,27,Swiss Federal Institute of Technology Zurich,ch,41.7,40.2
27,2005,28,Washington University in St. Louis,us,40.7,25.1
28,2005,29,New York University,us,38.8,33.8
29,2005,30,Rockefeller University,us,38.2,22.6
30,2005,31,Northwestern University,us,37.9,21.7
31,2005,32,Duke University,us,37.7,20.8
32,2005,32,University of Minnesota,us,37.7,36.0
33,2005,34,"University of California, Santa Barbara",us,36.9,0.0
34,2005,35,University of Colorado at Boulder,us,36.3,16.6
35,2005,36,The University of Texas at Austin,us,35.5,21.7
36,2005,37,University of British Columbia,ca,35.4,20.8
37,2005,38,The University of Texas Southwestern Medical Center at Dallas,us,34.8,24.3
38,2005,39,Pennsylvania State University - University Park,us,33.4,14.0
39,2005,39,Vanderbilt University,us,33.4,12.5
40,2005,41,"University of California, Davis",us,32.9,0.0
41,2005,41,Utrecht University,nl,32.9,30.7
42,2005,43,Rutgers,us,32.3,15.4
43,2005,43,University of Pittsburgh,us,32.3,25.1
44,2005,45,Karolinska Institute,se,32.1,30.7
45,2005,46,Pierre and Marie Curie University - Paris 6,fr,32.0,35.7
46,2005,47,The University of Edinburgh,gb,31.8,22.6
47,2005,47,"University of California, Irvine",us,31.8,0.0
48,2005,47,"University of Maryland, College Park",us,31.8,25.9
49,2005,50,University of Southern California,us,31.7,0.0
50,2005,51,University of Munich,de,31.4,37.1
51,2005,52,Technical University Munich,de,31.3,43.0
52,2005,53,The University of Manchester,gb,31.2,27.3
53,2005,54,Carnegie Mellon University,us,30.8,30.7
54,2005,55,University of North Carolina at Chapel Hill,us,30.3,12.5
55,2005,56,The Australian National University,au,30.2,17.7
56,2005,57,University of Copenhagen,dk,30.0,30.7
57,2005,57,University of Florida,us,30.0,15.4
58,2005,57,University of Zurich,ch,30.0,12.5
59,2005,60,Uppsala University,se,29.9,25.9
60,2005,61,University of Paris Sud (Paris 11),fr,29.4,33.2
61,2005,62,Osaka University,jp,29.3,12.5
62,2005,63,The Ohio State University - Columbus,us,29.2,17.7
63,2005,64,University of Bristol,gb,28.8,10.9
64,2005,65,The University of Sheffield,gb,28.6,23.5
65,2005,65,University of Rochester,us,28.6,33.2
66,2005,67,McGill University,ca,28.4,28.8
67,2005,67,Moscow State University,ru,28.4,51.4
68,2005,69,Case Western Reserve University,us,28.3,40.7
69,2005,69,University of Oslo,no,28.3,25.9
70,2005,71,University of Heidelberg,de,28.0,10.9
71,2005,72,Leiden University,nl,27.9,25.1
72,2005,73,Tohoku University,jp,27.8,18.8
73,2005,73,University of Arizona,us,27.8,0.0
74,2005,75,Purdue University - West Lafayette,us,27.7,18.8
75,2005,76,University of Helsinki,fi,27.4,18.8
76,2005,77,Michigan State University,us,26.9,12.5
77,2005,78,Rice University,us,26.2,21.7
78,2005,78,The Hebrew University of Jerusalem,il,26.2,33.2
79,2005,80,Boston University,us,26.1,15.4
80,2005,80,King's College London,gb,26.1,16.6
81,2005,82,University of Melbourne,au,26.0,15.4
82,2005,83,University of Nottingham,gb,25.9,15.4
83,2005,84,University of Goettingen,de,25.8,38.7
84,2005,85,University of Vienna,at,25.6,25.1
85,2005,86,Brown University,us,25.4,0.0
86,2005,87,Indiana University Bloomington,us,25.2,14.0
87,2005,87,University of Basel,ch,25.2,25.9
88,2005,89,Texas A&M University - College Station,us,25.1,0.0
89,2005,90,McMaster University,ca,24.9,16.6
90,2005,90,University of Freiburg,de,24.9,25.1
91,2005,92,University of Strasbourg,fr,24.7,29.4
92,2005,93,Ecole Normale Superieure - Paris,fr,24.6,47.8
93,2005,93,Stockholm University,se,24.6,29.4
94,2005,93,Tokyo Institute of Technology,jp,24.6,16.6
95,2005,93,University of Utah,us,24.6,0.0
96,2005,97,University of Roma - La Sapienza,it,24.5,16.6
97,2005,98,University of Birmingham,gb,24.4,25.1
98,2005,99,Lund University,se,24.3,29.4
99,2005,100,Tufts University,us,23.9,18.8
100,2005,101-152,Aarhus University,dk,,15.4
